city,city_both,city_male,city_female,city_area,urban_both,urban_male,urban_female,urban_area,continent,date,code,country
Clovis (CA),106583.0,,,62.693928,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
College Station (TX),112141.0,,,132.070745,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Colorado Springs (CO),465101.0,,,506.667557,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Columbia (MO),120612.0,,,168.320842,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Columbia (SC),134309.0,,,345.805347,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Columbus (GA),197485.0,,,560.530243,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Columbus (OH),860090.0,,,565.783587,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Concord (CA),128726.0,,,79.108534,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Coral Springs (FL),130059.0,,,61.625913,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Corona (CA),166785.0,,,102.233537,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Corpus Christi (TX),325733.0,,,452.109961,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Costa Mesa (CA),112822.0,,,40.723584,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Dallas (TX),1317929.0,,,882.933616,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Daly City (CA),106472.0,,,19.788422,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Davenport (IA),102612.0,,,162.885999,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Davie (FL),101871.0,,,90.395673,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Dayton (OH),140489.0,,,144.197693,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Denton (TX),133808.0,,,241.927463,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Denver (CO),693060.0,,,397.13393,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Des Moines (IA),215472.0,,,230.329944,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Detroit (MI),672795.0,,,359.360867,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Downey (CA),113267.0,,,32.136795,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Durham (NC),263016.0,,,284.339132,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
El Cajon (CA),103768.0,,,37.51631,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
El Monte (CA),115807.0,,,24.76639,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
El Paso (TX),683080.0,,,665.041415,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Elgin (IL),112123.0,,,96.98113,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Elizabeth (NJ),128640.0,,,31.905474,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Elk Grove (CA),169743.0,,,109.287233,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Escondido (CA),151613.0,,,96.015101,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Eugene (OR),166575.0,,,114.273476,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Evansville (IN),119477.0,,,122.628548,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Everett (WA),109043.0,,,86.145342,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fairfield (CA),114756.0,,,105.971964,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fargo (ND),120762.0,,,127.714801,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fayetteville (NC),204759.0,,,382.659645,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fontana (CA),209665.0,,,111.418803,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fort Collins (CO),164207.0,,,144.576803,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fort Lauderdale (FL),178752.0,,,89.672308,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fort Wayne (IN),264488.0,,,286.488211,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fort Worth (TX),854113.0,,,888.054781,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fremont (CA),233136.0,,,200.632984,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fresno (CA),522053.0,,,296.267437,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Frisco (TX),163656.0,,,175.272056,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Fullerton (CA),140721.0,,,58.100816,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Gainesville (FL),131591.0,,,161.411152,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Garden Grove (CA),174858.0,,,46.508935,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Garland (TX),234943.0,,,147.728408,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Gilbert (AZ),237133.0,,,176.124143,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Glendale (AZ),245895.0,,,153.029354,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Glendale (CA),200831.0,,,78.818661,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Grand Prairie (TX),190682.0,,,187.154949,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Grand Rapids (MI),196445.0,,,115.10354,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Greeley (CO),103990.0,,,123.893579,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Green Bay (WI),105139.0,,,117.673093,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Greensboro (NC),287027.0,,,332.338206,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Gresham (OR),111523.0,,,60.342997,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hampton (VA),135410.0,,,133.308913,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hartford (CT),123243.0,,,45.01612,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hayward (CA),158937.0,,,117.943767,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Henderson (NV),292969.0,,,271.160947,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hialeah (FL),236387.0,,,55.623172,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
High Point City (NC),111223.0,,,142.972062,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hillsboro (OR),105164.0,,,64.7072,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Hollywood (FL),151998.0,,,70.639073,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Houston (TX),2303482.0,,,1651.228436,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Huntington Beach (CA),200652.0,,,69.762694,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Huntsville (AL),193079.0,,,552.604579,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Independence (MO),117030.0,,,201.59564,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Indianapolis (IN),855164.0,,,936.287191,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Inglewood (CA),110654.0,,,23.485845,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Irvine (CA),266122.0,,,169.856564,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Irving (TX),238289.0,,,173.638538,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Jackson (MS),169148.0,,,287.61476,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Jacksonville (FL),880619.0,,,1935.873371,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Jersey City (NJ),264152.0,,,38.318201,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Joliet (IL),148262.0,,,166.876584,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Jurupa Valley (CA),103541.0,,,111.2164,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Kansas City (KS),151709.0,,,323.260927,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Kansas City (MO),481420.0,,,815.780419,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Kent (WA),127514.0,,,87.393046,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Killeen (TX),143400.0,,,138.670219,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Knoxville (TN),186239.0,,,255.161763,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lafayette (LA),127626.0,,,139.369271,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lakeland (FL),106420.0,,,170.700664,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lakewood (CO),154393.0,,,111.039036,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lancaster (CA),160106.0,,,244.230402,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lansing (MI),116020.0,,,101.329851,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Laredo (TX),257156.0,,,261.900969,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Las Cruces (NM),101759.0,,,199.270395,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Las Vegas (NV),632912.0,,,348.034258,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
League City (TX),102010.0,,,132.558943,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lewisville (TX),104659.0,,,94.986734,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lexington-Fayette (KY),318449.0,,,734.642357,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lincoln (NE),280364.0,,,238.566678,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Little Rock (AR),198541.0,,,307.398785,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Long Beach (CA),470130.0,,,130.317967,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Los Angeles (CA),3976322.0,,,1214.027148,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Louisville (KY),616261.0,,,841.692767,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lowell (MA),110558.0,,,35.187375,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Lubbock (TX),252506.0,,,322.793416,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Macon-Bibb (GA),152555.0,,,645.603627,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Madison (WI),252551.0,,,199.339279,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Manchester (NH),110506.0,,,85.627013,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
McAllen (TX),142212.0,,,151.143159,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
McKinney City (TX),172298.0,,,163.107658,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Memphis (TN),652717.0,,,822.013083,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Mesa (AZ),484587.0,,,357.097953,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Mesquite (TX),143736.0,,,122.3206,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Miami (FL),453579.0,,,93.204587,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Miami Gardens (FL),113058.0,,,47.236363,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Midland City (TX),134610.0,,,192.62224,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Milwaukee (WI),595047.0,,,249.12887,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Minneapolis (MN),413651.0,,,139.85834,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Miramar (FL),138449.0,,,76.095016,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Mobile (AL),192904.0,,,361.044263,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Modesto (CA),212175.0,,,111.285594,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Montgomery (AL),200022.0,,,413.985435,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Moreno Valley (CA),205499.0,,,132.800801,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Murfreesboro (TN),131947.0,,,144.718226,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Murrieta (CA),111674.0,,,87.023902,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Naperville (IL),147122.0,,,100.155901,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Nashville-Davidson (TN),660388.0,,,1232.660467,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
New Haven (CT),129934.0,,,48.407373,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
New Orleans (LA),391495.0,,,438.799508,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
New York (NY),8537673.0,,,780.785193,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Newark (NJ),281764.0,,,62.531085,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Newport News (VA),181825.0,,,178.921044,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Norfolk (VA),245115.0,,,137.985835,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Norman (OK),122180.0,,,463.011592,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
North Charleston (SC),109298.0,,,190.807625,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
North Las Vegas (NV),238702.0,,,253.858818,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Norwalk (CA),106178.0,,,25.145023,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Oakland (CA),420005.0,,,144.762241,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Oceanside (CA),175464.0,,,106.841893,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Odessa (TX),117871.0,,,117.009169,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Oklahoma City (OK),638367.0,,,1570.317627,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Olathe (KS),135473.0,,,157.638037,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Omaha (NE),446970.0,,,344.973715,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Ontario (CA),173212.0,,,129.329742,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Orange (CA),140504.0,,,65.677897,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Orlando (FL),277173.0,,,272.512582,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Overland Park (KS),188966.0,,,194.562941,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Oxnard (CA),207906.0,,,69.672461,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Palm Bay City (FL),110104.0,,,170.217927,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Palmdale (CA),157356.0,,,274.452754,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pasadena (CA),142059.0,,,59.524677,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pasadena (TX),153351.0,,,112.645407,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Paterson (NJ),147000.0,,,21.790122,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pearland (TX),113570.0,,,119.994309,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pembroke Pines (FL),168587.0,,,85.539498,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Peoria (AZ),164173.0,,,455.011748,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Peoria (IL),114265.0,,,124.916605,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Philadelphia (PA),1567872.0,,,347.519465,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Phoenix (AZ),1615017.0,,,1340.692038,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pittsburgh (PA),303625.0,,,143.423857,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Plano (TX),286057.0,,,185.617682,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pomona (CA),152494.0,,,59.446734,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pompano Beach (FL),109393.0,,,62.261002,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Port St. Lucie (FL),185132.0,,,307.920898,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Portland (OR),639863.0,,,345.657944,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Providence (RI),179219.0,,,47.655935,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Provo (UT),116868.0,,,107.922719,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Pueblo (CO),110291.0,,,138.802381,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Raleigh (NC),458880.0,,,375.740493,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Rancho Cucamonga (CA),176534.0,,,103.56237,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Reno (NV),245255.0,,,277.887963,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Renton (WA),100953.0,,,60.663567,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Rialto (CA),103314.0,,,57.824783,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Richardson (TX),113347.0,,,73.982785,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Richmond (CA),109813.0,,,77.834895,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Richmond (VA),223170.0,,,154.942138,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Riverside (CA),324722.0,,,210.379895,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Rochester (MN),114011.0,,,141.314495,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Rochester (NY),208880.0,,,92.678538,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Rockford (IL),147651.0,,,164.38296,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Roseville (CA),132671.0,,,111.337848,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Round Rock (TX),120892.0,,,92.117027,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Sacramento (CA),495234.0,,,253.621861,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Salem (OR),167419.0,,,125.786966,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Salinas (CA),157218.0,,,61.150707,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Salt Lake City (UT),193744.0,,,288.044514,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Angelo (TX),100702.0,,,155.255892,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Antonio (TX),1492510.0,,,1193.951388,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Bernardino (CA),216239.0,,,159.326695,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Buenaventura (CA),109592.0,,,56.50037,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Diego (CA),1406630.0,,,842.252395,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Francisco (CA),870887.0,,,121.455687,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Jose (CA),1025350.0,,,459.749746,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
San Mateo (CA),103959.0,,,31.41573,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Sandy Springs (GA),105703.0,,,97.52636,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Santa Ana (CA),334217.0,,,70.306781,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Santa Clara (CA),125948.0,,,47.678886,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Santa Clarita (CA),181972.0,,,136.645644,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Santa Maria (CA),106290.0,,,59.005328,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Santa Rosa (CA),175155.0,,,106.947059,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Savannah (GA),146763.0,,,268.318796,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Scottsdale (AZ),246645.0,,,476.410748,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Seattle (WA),704352.0,,,217.138889,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Shreveport (LA),194920.0,,,277.484105,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Simi Valley (CA),126327.0,,,107.421127,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Sioux Falls (SD),174360.0,,,195.275757,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
South Bend (IN),101735.0,,,107.226145,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Spokane (WA),215973.0,,,178.034003,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Springfield (IL),115715.0,,,155.637192,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Springfield (MA),154074.0,,,82.53868,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Springfield (MO),167319.0,,,213.158276,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
St. Louis (MO),311404.0,,,160.458044,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
St. Paul (MN),302398.0,,,134.612878,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
St. Petersburg (FL),260999.0,,,159.935822,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Stamford (CT),129113.0,,,97.430571,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Sterling Heights (MI),132427.0,,,94.55334,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Stockton (CA),307072.0,,,159.717213,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Sunnyvale (CA),152771.0,,,56.936612,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Surprise (AZ),132677.0,,,279.333692,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Syracuse (NY),143378.0,,,64.867329,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tacoma (WA),211277.0,,,128.821146,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tallahassee (FL),190894.0,,,260.089732,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tampa (FL),377165.0,,,293.748385,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Temecula (CA),113054.0,,,96.518165,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tempe (AZ),182498.0,,,103.5107,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Thornton (CO),136703.0,,,92.549444,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Thousand Oaks (CA),128888.0,,,142.919822,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Toledo (OH),278508.0,,,209.065315,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Topeka (KS),126808.0,,,159.18016,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Torrance (CA),147195.0,,,53.038407,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tucson (AZ),530706.0,,,597.790363,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tulsa (OK),403090.0,,,509.834953,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Tyler (TX),104798.0,,,146.667943,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Urban Honolulu (HI),351792.0,,,156.812572,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Vallejo (CA),121299.0,,,79.438815,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Vancouver (WA),174826.0,,,121.557343,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Victorville City (CA),122265.0,,,189.919736,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Virginia Beach (VA),452602.0,,,633.82172,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Visalia (CA),131074.0,,,97.057436,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Vista (CA),101659.0,,,48.380231,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Waco (TX),134432.0,,,230.561142,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Warren (MI),135125.0,,,89.052398,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
WASHINGTON (DC),681170.0,,,158.364992,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Waterbury (CT),108272.0,,,73.880017,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
West Covina (CA),107847.0,,,41.546642,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
West Jordan (UT),113699.0,,,83.717638,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
West Palm Beach (FL),108161.0,,,142.79817,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
West Valley City (UT),136574.0,,,91.85406,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Westminster (CO),113875.0,,,82.177513,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Wichita (KS),389902.0,,,415.365564,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Wichita Falls (TX),104724.0,,,187.027492,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Wilmington (NC),117525.0,,,133.663628,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
Winston-Salem (NC),242203.0,,,343.173025,,,,,"AMERICA, NORTH",1 VII 2016,ESDJ,United States of America
